mains_year,mains_exam_stage,mains_gs_paper,mains_question_type,mains_question_format,mains_subject,mains_sub_topic,mains_keywords,mains_difficulty_level,mains_current_affairs_linked,mains_repeated_theme,mains_marks
2024,Mains,GS3,Static,15-mark,Environment,Climate Change,"changes, discuss, change, india, brought, can, how, trends, labour, migration, within, outside",Hard,No,Yes,10
2018,Mains,GS3,Mixed,10-mark,Science & Technology,Indigenous Technology,"technology, back, end",Hard,Yes,No,15
2019,Mains,GS1,Current,15-mark,History,Indian Art and Culture,"discuss, india, you, how, what, words, answer, indian, not, can, there, power",Moderate,Yes,No,15
2014,Mains,GS2,Static,15-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Hard,Yes,Yes,15
2016,Mains,GS1,Static,10-mark,Society,Women Empowerment,"women, empowerment, favourable, than, sex, ratio, among, scheduled, castes, discuss, positive, negative",Hard,No,No,10
2018,Mains,GS1,Current,15-mark,History,Indian Freedom Struggle,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Hard,No,Yes,15
2025,Mains,GS4,Static,15-mark,Integrity,Transparency Mechanisms,"transparency, mechanisms, governance, ensure, accountability, activism, etc, proving, helpful, bringing, about, greater",Moderate,No,No,15
2021,Mains,GS3,Static,10-mark,Economy,Infrastructure Development,"development, india, how, recent, district, can, role, ngos, strengthened, works, relating, tool",Easy,No,No,10
2020,Mains,GS2,Mixed,10-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Easy,No,No,10
2018,Mains,GS3,Static,10-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Easy,No,Yes,10
2020,Mains,GS1,Current,15-mark,Society,Social Justice Issues,"social, issues, values, what, such, all, answer, words, plaguing, success, sezs, respect",Hard,Yes,Yes,15
2024,Mains,GS2,Mixed,15-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Moderate,No,No,10
2025,Mains,GS1,Static,10-mark,Society,Globalization and Society,"discuss, india, what, you, how, words, answer, not, can, there, their, critically",Easy,No,Yes,10
2014,Mains,GS2,Mixed,10-mark,Governance,Transparency and Accountability,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Moderate,No,Yes,15
2015,Mains,GS1,Current,15-mark,Society,Poverty and Development,"discuss, india, what, you, how, development, poverty, words, can, answer, critically, not",Moderate,Yes,No,15
2014,Mains,GS3,Static,15-mark,Economy,Inclusive Growth,"growth, economic, india, give, nature, recent, times, often, described, jobless, you, agree",Easy,Yes,No,10
2024,Mains,GS4,Mixed,15-mark,Aptitude,Case Study Analysis,"act, what, special, powers, afspa, draconian, leading, cases, meant, environmental, ethics, why",Hard,No,No,15
2020,Mains,GS3,Current,10-mark,Science & Technology,Space Technology,"space, cover, question, cum, answer, qca, booklet, provided, marks, will, given, stated",Hard,Yes,Yes,10
2024,Mains,GS1,Current,15-mark,Geography,Disaster Management,"management, employees, disaster, what, impediments, marketing, supply, chain, ethical, ethics, also, used",Hard,Yes,Yes,10
2020,Mains,GS2,Mixed,10-mark,Polity,Federalism,"federalism, recent, india, concept, cooperative, been, increasingly, emphasized, years, would, answer, shortcomings",Hard,Yes,No,15
2023,Mains,GS3,Mixed,10-mark,Science & Technology,Indigenous Technology,"technology, back, end",Easy,No,Yes,15
2025,Mains,GS2,Mixed,10-mark,Governance,Transparency and Accountability,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Hard,Yes,No,15
2025,Mains,GS1,Static,10-mark,History,World History Revolutions,"world, what, extent, can, germany, held, responsible, causing, two, wars, discuss, waning",Moderate,No,Yes,15
2014,Mains,GS1,Static,10-mark,Geography,Monsoon System,"system, you, india, health, positioning, systems, discuss, advantages, court, how, far, agree",Moderate,No,Yes,15
2015,Mains,GS4,Mixed,10-mark,Aptitude,Leadership,leadership,Moderate,No,Yes,10
2015,Mains,GS1,Static,15-mark,Geography,Indian Physiography,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Hard,No,No,15
2022,Mains,GS3,Mixed,15-mark,Environment,Climate Change,"changes, discuss, change, india, brought, can, how, trends, labour, migration, within, outside",Hard,Yes,Yes,15
2018,Mains,GS1,Static,15-mark,Geography,Indian Physiography,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Easy,Yes,Yes,10
2020,Mains,GS2,Current,15-mark,Polity,Indian Constitution,"indian, constitution, answer, how, been, constitutional, words, years, experience, you, gold, increased",Easy,Yes,Yes,15
2017,Mains,GS1,Mixed,15-mark,Geography,Indian Physiography,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Easy,No,Yes,10
2014,Mains,GS4,Current,Case Study,Aptitude,Leadership,leadership,Easy,No,Yes,15
2013,Mains,GS3,Current,15-mark,Environment,Biodiversity Conservation,"biodiversity, conservation",Moderate,Yes,No,10
2020,Mains,GS1,Static,15-mark,Geography,Monsoon System,"system, you, india, health, positioning, systems, discuss, advantages, court, how, far, agree",Moderate,Yes,No,15
2024,Mains,GS1,Static,15-mark,Society,Poverty and Development,"discuss, india, what, you, how, development, poverty, words, can, answer, critically, not",Hard,Yes,No,15
2013,Mains,GS4,Current,Case Study,Ethics,Ethical Issues in Governance,"issues, governance, discuss, ethical, management, ethically, right, but, not, legally, how, critically",Hard,Yes,No,10
2018,Mains,GS4,Static,Case Study,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Easy,Yes,Yes,15
2015,Mains,GS4,Static,15-mark,Aptitude,Leadership,leadership,Hard,No,No,15
2014,Mains,GS2,Current,15-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Moderate,No,Yes,15
2022,Mains,GS1,Current,15-mark,Geography,Climatology,climatology,Hard,Yes,Yes,15
2019,Mains,GS4,Current,Case Study,Ethics,Attitude and Aptitude,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Moderate,Yes,Yes,10
2017,Mains,GS4,Current,Case Study,Aptitude,Leadership,leadership,Moderate,Yes,Yes,10
2015,Mains,GS1,Current,15-mark,Society,Women Empowerment,"women, empowerment, favourable, than, sex, ratio, among, scheduled, castes, discuss, positive, negative",Easy,Yes,Yes,10
2016,Mains,GS3,Static,10-mark,Security,Terrorism,terrorism,Hard,No,No,10
2022,Mains,GS4,Current,Case Study,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Hard,Yes,Yes,15
2013,Mains,GS4,Static,Case Study,Ethics,Ethical Issues in Governance,"issues, governance, discuss, ethical, management, ethically, right, but, not, legally, how, critically",Easy,Yes,Yes,15
2018,Mains,GS4,Static,15-mark,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Hard,No,No,10
2017,Mains,GS2,Static,15-mark,Polity,Directive Principles,"civil, code, provided, directive, principles, state, policy",Hard,No,Yes,15
2023,Mains,GS4,Static,15-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Moderate,No,Yes,15
2015,Mains,GS3,Mixed,15-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Easy,No,No,15
2015,Mains,GS4,Current,10-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Hard,Yes,No,10
2025,Mains,GS2,Static,10-mark,Governance,Public Policy Implementation,"public, policy, foreign, security, servants, interest, health, you, also, conflict, energy, india",Moderate,No,Yes,10
2019,Mains,GS3,Current,15-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Easy,No,No,15
2016,Mains,GS2,Current,15-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Easy,No,No,15
2013,Mains,GS2,Static,10-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Easy,Yes,No,10
2016,Mains,GS4,Current,10-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Hard,Yes,Yes,15
2020,Mains,GS4,Current,15-mark,Aptitude,Leadership,leadership,Hard,No,Yes,10
2015,Mains,GS1,Static,10-mark,Geography,Disaster Management,"management, employees, disaster, what, impediments, marketing, supply, chain, ethical, ethics, also, used",Hard,No,Yes,10
2014,Mains,GS4,Current,10-mark,Integrity,Codes of Conduct,"today, find, spite, various, measures, like, prescribing, codes, conduct",Hard,No,Yes,10
2017,Mains,GS2,Current,10-mark,International Relations,Indian Diaspora,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Easy,No,Yes,10
2025,Mains,GS3,Static,15-mark,Science & Technology,Technology and Ethics,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Moderate,No,Yes,10
2014,Mains,GS2,Current,10-mark,Polity,Parliamentary System,"system, india, health, you, positioning, systems, discuss, advantages, court, absence, well, educated",Hard,No,Yes,10
2017,Mains,GS2,Static,15-mark,Polity,Federalism,"federalism, recent, india, concept, cooperative, been, increasingly, emphasized, years, would, answer, shortcomings",Moderate,Yes,No,15
2023,Mains,GS3,Current,10-mark,Economy,Industrial Policy,"policy, india, foreign, security, industrial, energy, why, did, revolution, first, occur, england",Easy,No,No,10
2014,Mains,GS4,Static,Case Study,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Moderate,Yes,No,10
2021,Mains,GS2,Current,15-mark,International Relations,Bilateral Relations,"relations, india, international, government, improve, relationship, neighbours, does, project, terrorist, activities, mutual",Moderate,Yes,Yes,15
2018,Mains,GS4,Mixed,Case Study,Ethics,Probity in Public Life,"public, life, servants, not, occur, health, also, conflict, interest, mesolithic, rock, cut",Moderate,No,Yes,15
2014,Mains,GS1,Mixed,10-mark,Society,Women Empowerment,"women, empowerment, favourable, than, sex, ratio, among, scheduled, castes, discuss, positive, negative",Easy,No,Yes,10
2015,Mains,GS2,Current,15-mark,International Relations,India and Neighbours,"india, discuss, how, you, what, words, answer, can, there, indian, not, development",Moderate,No,Yes,10
2018,Mains,GS3,Current,10-mark,Economy,Government Budgeting,"government, vis, gained, india, act, discuss, absence, well, educated, organized, local, level",Moderate,No,Yes,15
2018,Mains,GS3,Current,10-mark,Economy,Government Budgeting,"government, vis, gained, india, act, discuss, absence, well, educated, organized, local, level",Moderate,Yes,Yes,10
2016,Mains,GS3,Mixed,15-mark,Security,Organized Crime,"absence, well, educated, organized, local, level, government, system, panchayats, digital, armed, force",Moderate,No,No,15
2025,Mains,GS1,Static,15-mark,Geography,Climatology,climatology,Moderate,No,No,15
2018,Mains,GS3,Current,15-mark,Environment,Climate Change,"changes, discuss, change, india, brought, can, how, trends, labour, migration, within, outside",Hard,No,No,15
2023,Mains,GS1,Static,15-mark,Society,Indian Social Structure,"indian, social, answer, how, words, different, been, mahatma, you, which, discuss, constitution",Hard,Yes,Yes,15
2015,Mains,GS3,Mixed,15-mark,Environment,International Environmental Agreements,"environmental, india, what, discuss, international, relations, protection, answer, words, consequences, internationally, competitive",Easy,No,Yes,15
2023,Mains,GS4,Mixed,10-mark,Integrity,Corruption,corruption,Easy,No,No,10
2018,Mains,GS4,Mixed,10-mark,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Easy,Yes,Yes,15
2019,Mains,GS3,Static,15-mark,Science & Technology,Biotechnology,biotechnology,Moderate,Yes,No,15
2022,Mains,GS4,Static,15-mark,Integrity,Corruption,corruption,Easy,No,No,10
2022,Mains,GS3,Static,15-mark,Economy,Infrastructure Development,"development, india, how, recent, district, can, role, ngos, strengthened, works, relating, tool",Moderate,No,No,15
2017,Mains,GS2,Mixed,10-mark,Governance,Role of NGOs,"role, india, ngos, environmental, examine, critically, recent, changes, rules, governing, foreign, funding",Easy,Yes,No,15
2019,Mains,GS1,Current,10-mark,Geography,Natural Resources,"resources, water, india, well, endowed, fresh, critically, examine, why, still, suffers, inequality",Hard,Yes,No,10
2024,Mains,GS4,Current,10-mark,Integrity,Corruption,corruption,Hard,No,No,10
2017,Mains,GS2,Current,10-mark,Polity,Indian Constitution,"indian, constitution, answer, how, been, constitutional, words, years, experience, you, gold, increased",Moderate,Yes,Yes,15
2022,Mains,GS2,Current,10-mark,Polity,Judicial Review,"judicial, some, recent, developments, such, introduction, rti, act, media, view, above, observation",Easy,No,No,10
2020,Mains,GS2,Static,10-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Easy,No,No,15
2017,Mains,GS2,Current,10-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Hard,No,No,15
2014,Mains,GS1,Current,15-mark,Geography,Climatology,climatology,Hard,Yes,Yes,15
2017,Mains,GS1,Current,10-mark,Society,Globalization and Society,"discuss, india, what, you, how, words, answer, not, can, there, their, critically",Easy,No,Yes,15
